,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,logged_in,count,srv_count,Class
77,8092,tcp,telnet,SF,0,15,0,0,0,1,1,dos
78,0,tcp,http,SF,270,1332,0,0,1,2,2,normal
79,0,tcp,http,SF,337,283,0,0,1,24,29,normal
80,0,tcp,private,REJ,0,0,0,0,0,267,19,dos
81,0,tcp,private,REJ,0,0,0,0,0,231,6,dos
82,0,icmp,ecr_i,SF,1480,0,0,1,0,1,1,dos
83,0,tcp,http,SF,219,1310,0,0,1,4,4,normal
84,0,tcp,http,SF,258,1012,0,0,1,26,26,normal
85,0,tcp,http,SF,324,1093,0,0,1,5,8,normal
86,0,tcp,finger,RSTO,0,0,0,0,0,58,19,dos
87,0,tcp,pop_3,RSTO,0,36,0,0,1,3,7,probe
88,0,tcp,http,SF,236,10503,0,0,1,3,3,normal
89,0,tcp,ftp_data,SF,1699,0,0,0,0,1,1,normal
90,0,tcp,http,SF,327,910,0,0,1,14,15,normal
91,0,tcp,http,SF,303,2789,0,0,1,8,8,normal
92,0,tcp,private,REJ,0,0,0,0,0,103,4,dos
93,0,tcp,other,REJ,0,0,0,0,0,1,1,r2l
94,3,tcp,pop_3,SF,28,93,0,0,1,1,1,r2l
95,0,tcp,smtp,SF,0,83,0,0,1,1,1,normal
96,0,tcp,http,SF,282,4532,0,0,1,6,6,normal
97,0,udp,domain_u,SF,44,113,0,0,0,3,5,normal
98,0,tcp,private,SH,0,0,0,0,0,1,1,probe
99,0,tcp,uucp,RSTO,0,0,0,0,0,119,7,dos
100,0,tcp,other,S0,0,0,0,0,0,497,1,probe
101,0,tcp,ftp,SF,26,157,0,0,0,1,1,r2l
102,0,tcp,private,REJ,0,0,0,0,0,217,6,dos
103,0,tcp,private,REJ,0,0,0,0,0,106,15,dos
104,1,tcp,smtp,SF,995,330,0,0,1,1,1,normal
105,0,tcp,private,REJ,0,0,0,0,0,239,12,dos
106,31,tcp,telnet,SF,197,1608,0,0,1,1,1,u2r
107,0,tcp,http,SF,197,1830,0,0,1,2,2,normal
108,0,tcp,private,REJ,0,0,0,0,0,117,10,dos
109,0,tcp,http,SF,230,843,0,0,1,25,25,normal
110,0,tcp,http,SF,161,14086,0,0,1,1,1,normal
111,0,tcp,private,REJ,0,0,0,0,0,228,15,dos
112,8080,tcp,telnet,SF,0,15,0,0,0,1,1,dos
113,8124,tcp,telnet,SF,0,15,0,0,0,1,1,dos
114,0,tcp,http,SF,224,278,0,0,1,3,5,normal
115,0,tcp,private,S0,0,0,0,0,0,259,20,dos
116,0,tcp,http,SF,321,372,0,0,1,16,17,normal
117,0,icmp,ecr_i,SF,1032,0,0,0,0,173,173,dos
118,0,tcp,whois,REJ,0,0,0,0,0,282,17,dos
119,0,udp,private,SF,48,0,0,0,0,5,5,r2l
120,0,tcp,http,SF,303,289,0,0,1,6,11,normal
121,0,icmp,ecr_i,SF,508,0,0,0,0,511,511,dos
122,0,tcp,private,SH,0,0,0,0,0,1,1,probe
123,0,tcp,private,REJ,0,0,0,0,0,132,12,dos
124,0,tcp,finger,SF,8,447,0,0,0,1,2,normal
125,0,udp,domain_u,SF,43,78,0,0,0,208,207,normal
126,0,tcp,telnet,SF,124,174,0,0,0,2,2,r2l
127,0,tcp,private,REJ,0,0,0,0,0,226,2,dos
128,0,tcp,http,SF,257,633,0,0,1,3,4,normal
129,0,udp,domain_u,SF,42,42,0,0,0,7,12,normal
130,0,udp,domain_u,SF,42,42,0,0,0,13,19,normal
131,0,tcp,http,SF,219,5881,0,0,1,1,49,normal
132,0,tcp,telnet,S3,0,44,0,0,0,1,1,dos
133,0,tcp,http,SF,260,4027,0,0,1,11,11,normal
134,7554,tcp,telnet,SF,0,44,0,0,0,1,1,dos
135,0,tcp,http,SF,357,247,0,0,1,1,3,normal
136,0,tcp,private,REJ,0,0,0,0,0,218,19,dos
137,0,udp,private,SF,43,0,0,0,0,1,1,r2l
138,0,tcp,imap4,RSTO,0,44,0,0,0,3,3,probe
139,0,tcp,http,SF,218,287,0,0,1,15,15,normal
140,0,tcp,http,SF,290,2267,0,0,1,4,5,normal
141,0,udp,domain_u,SF,42,42,0,0,0,4,5,normal
142,0,tcp,private,REJ,0,0,0,0,0,131,5,dos
143,0,tcp,private,REJ,0,0,0,0,0,269,7,dos
144,2079,tcp,http,RSTR,72564,0,0,0,1,11,11,dos
145,0,icmp,eco_i,SF,8,0,0,0,0,1,14,probe
146,0,tcp,telnet,S0,0,0,0,0,0,1,9,probe
147,0,tcp,private,REJ,0,0,0,0,0,109,5,dos
148,0,tcp,http,SF,244,8745,0,0,1,4,4,normal
149,7466,tcp,telnet,SF,0,44,0,0,0,1,1,dos
150,0,tcp,telnet,RSTO,124,188,0,0,0,1,1,r2l
151,0,tcp,private,S0,0,0,0,0,0,200,8,dos
152,0,icmp,ecr_i,SF,1480,0,0,1,0,1,3,dos
153,1,tcp,smtp,SF,2599,293,0,0,1,3,3,dos
154,0,tcp,http,SF,226,651,0,0,1,19,21,normal
155,0,tcp,private,REJ,0,0,0,0,0,267,11,dos
156,8169,tcp,telnet,SF,0,15,0,0,0,1,1,dos
157,0,tcp,mtp,REJ,0,0,0,0,0,286,18,dos
158,0,tcp,netbios_ns,S0,0,0,0,0,0,179,19,dos
159,0,tcp,private,S0,0,0,0,0,0,203,14,dos
160,0,tcp,private,REJ,0,0,0,0,0,273,3,dos
161,0,tcp,systat,S0,0,0,0,0,0,239,20,dos
162,0,tcp,other,REJ,0,0,0,0,0,461,1,probe
163,0,tcp,private,RSTO,0,0,0,0,0,198,1,dos
164,282,tcp,ftp,SF,162,601,0,0,1,1,1,r2l
165,0,tcp,imap4,S0,0,0,0,0,0,110,9,dos
166,0,tcp,private,S0,0,0,0,0,0,216,7,dos
167,281,tcp,ftp,SF,158,595,0,0,1,1,1,r2l
168,0,tcp,http,SF,313,8558,0,0,1,8,19,normal
169,0,tcp,private,S0,0,0,0,0,0,158,5,dos
170,7526,tcp,telnet,SF,0,44,0,0,0,1,1,dos
171,0,tcp,http,SF,285,26746,0,0,1,2,3,normal
172,0,tcp,private,REJ,0,0,0,0,0,242,2,dos
173,0,tcp,private,REJ,0,0,0,0,0,272,14,dos
174,2079,tcp,http,RSTR,69644,0,0,0,1,12,12,dos
175,0,tcp,http,SF,293,771,0,0,1,10,35,normal
176,0,tcp,private,REJ,0,0,0,0,0,510,1,probe
177,0,tcp,other,REJ,0,0,0,0,0,444,1,probe
178,0,tcp,telnet,SF,121,174,0,0,0,1,1,r2l
179,1,tcp,smtp,SF,4030,332,0,0,1,1,3,normal
180,0,icmp,ecr_i,SF,508,0,0,0,0,321,321,dos
181,0,udp,domain_u,SF,44,44,0,0,0,120,200,normal
182,0,tcp,http,SF,274,11522,0,0,1,1,2,normal
183,0,tcp,http,SF,205,398,0,0,1,20,20,normal
184,0,udp,domain_u,SF,44,44,0,0,0,139,139,normal
185,4,tcp,pop_3,SF,26,93,0,0,1,1,1,r2l
186,0,tcp,private,REJ,0,0,0,0,0,148,1,dos
187,0,tcp,link,REJ,0,0,0,0,0,233,17,dos
188,0,udp,domain_u,SF,45,45,0,0,0,205,204,normal
189,0,tcp,private,REJ,0,0,0,0,0,139,17,dos
190,0,tcp,http,SF,389,1071,0,0,1,11,12,normal
191,7510,tcp,telnet,SF,0,44,0,0,0,1,1,dos
192,0,tcp,finger,RSTO,0,0,0,0,0,200,13,dos
193,0,tcp,smtp,SF,22568,337,0,0,1,1,2,normal
194,0,tcp,http,SF,321,3413,0,0,1,6,9,normal
195,0,udp,domain_u,SF,44,44,0,0,0,2,3,normal
196,27,tcp,ftp,SF,360,1172,0,0,1,1,1,normal
197,0,tcp,ftp,SF,26,157,0,0,0,1,1,r2l
198,0,tcp,Z39_50,REJ,0,0,0,0,0,209,4,dos
199,0,udp,private,SF,105,146,0,0,0,1,1,dos
200,1,tcp,telnet,RSTO,0,15,0,0,0,1,7,probe
201,0,tcp,http,SF,217,668,0,0,1,7,14,normal
202,0,tcp,http,S0,0,0,0,0,0,110,110,dos
203,0,tcp,http,SF,197,6356,0,0,1,18,19,normal
204,0,tcp,http,SF,280,303,0,0,1,2,2,normal
205,0,tcp,other,REJ,0,0,0,0,0,445,1,probe
206,0,tcp,whois,REJ,0,0,0,0,0,217,9,dos
207,0,tcp,telnet,S3,0,44,0,0,0,1,1,dos
208,0,tcp,http,SF,353,1203,0,0,1,4,4,normal
209,0,tcp,http,SF,245,351,0,0,1,13,20,normal
210,2069,tcp,http,RSTR,72564,0,0,0,1,8,8,dos
211,0,tcp,ftp_data,SF,12,0,0,0,0,1,1,r2l
212,0,tcp,http,SF,326,3942,0,0,1,11,34,normal
213,0,tcp,http,SF,276,1183,0,0,1,3,3,normal
214,0,udp,private,SF,105,0,0,0,0,1,1,normal
215,0,icmp,ecr_i,SF,1008,0,0,0,0,70,70,dos
216,0,tcp,http,SF,283,3160,0,0,1,26,26,normal
217,0,udp,domain_u,SF,33,0,0,0,0,1,2,normal
218,0,tcp,http,SF,227,1699,0,0,1,7,7,normal
219,0,udp,private,SF,43,0,0,0,0,2,2,r2l
220,0,tcp,http,SF,211,14210,0,0,1,13,13,normal
221,0,tcp,http,SF,230,327,0,0,1,11,21,normal
222,0,udp,private,SF,53,50,0,0,0,325,325,normal
223,0,tcp,private,REJ,0,0,0,0,0,195,3,dos
224,0,tcp,http,SF,258,2007,0,0,1,10,10,normal
225,0,tcp,http,SF,54540,8314,0,0,1,4,6,dos
226,0,tcp,http,SF,276,1973,0,0,1,34,34,normal
227,0,tcp,private,S0,0,0,0,0,0,148,11,dos
228,0,udp,domain_u,SF,44,71,0,0,0,178,177,normal
229,0,tcp,http,SF,234,773,0,0,1,38,38,normal
230,0,udp,private,SF,53,53,0,0,0,511,511,normal
231,0,tcp,sunrpc,REJ,0,0,0,0,0,1,3,probe
232,0,tcp,ftp_data,SF,12,0,0,0,0,1,1,r2l
233,0,tcp,http,SF,306,55311,0,0,1,6,9,normal
234,0,tcp,auth,REJ,0,0,0,0,0,202,10,dos
235,0,icmp,ecr_i,SF,1480,0,0,1,0,1,3,dos
236,0,tcp,http,S0,0,0,0,0,0,35,35,dos
237,0,udp,private,SF,53,50,0,0,0,505,505,normal
238,902,tcp,http,RSTR,57964,0,0,0,1,42,42,dos
239,0,tcp,telnet,SF,0,0,0,0,0,1,2,probe
240,1,tcp,smtp,SF,1376,343,0,0,1,1,2,normal
241,0,udp,domain_u,SF,44,44,0,0,0,80,160,normal
242,0,tcp,http,S0,0,0,0,0,0,29,29,dos
243,0,tcp,private,REJ,0,0,0,0,0,124,12,dos
244,0,tcp,private,S0,0,0,0,0,0,117,11,dos
245,0,tcp,http,SF,175,1724,0,0,1,1,15,normal
246,282,tcp,ftp,SF,164,599,0,0,1,1,1,r2l
247,0,tcp,private,S0,0,0,0,0,0,224,2,dos
248,0,tcp,netbios_dgm,S0,0,0,0,0,0,234,2,dos
249,0,tcp,http,SF,342,665,0,0,1,9,10,normal
250,1,tcp,smtp,SF,1500,332,0,0,1,1,3,normal
251,0,tcp,smtp,SF,1710,366,0,0,1,1,3,normal
252,4,tcp,pop_3,SF,28,93,0,0,1,1,1,r2l
253,0,tcp,http,SF,140,4267,0,0,1,1,2,normal
254,0,tcp,private,S0,0,0,0,0,0,189,17,dos
255,0,tcp,other,REJ,0,0,0,0,0,509,1,probe
256,0,tcp,telnet,S0,0,0,0,0,0,1,6,probe
257,0,tcp,http,SF,245,4461,0,0,1,9,9,normal
258,281,tcp,ftp,SF,164,599,0,0,1,1,1,r2l
259,0,tcp,http,SF,235,12823,0,0,1,2,2,normal
260,0,tcp,http,SF,353,4627,0,0,1,20,20,normal
261,0,tcp,ftp_data,SF,12,0,0,0,0,1,1,r2l
262,0,tcp,http,SF,265,3528,0,0,1,10,10,normal
263,0,tcp,private,REJ,0,0,0,0,0,252,19,dos
264,0,tcp,telnet,RSTO,0,0,0,0,0,266,17,dos
265,0,tcp,private,S0,0,0,0,0,0,294,16,dos
266,0,tcp,ftp,SF,26,157,0,0,0,1,1,r2l
267,0,udp,domain_u,SF,44,44,0,0,0,5,4,normal
268,0,tcp,http,SF,328,2404,0,0,1,2,9,normal
269,0,icmp,eco_i,SF,18,0,0,0,0,1,1,probe
270,0,tcp,uucp_path,REJ,0,0,0,0,0,211,15,dos
271,0,tcp,http,SF,347,521,0,0,1,4,4,normal
272,0,tcp,private,S0,0,0,0,0,0,216,17,dos
273,0,tcp,private,RSTR,0,0,0,0,0,1,1,probe
274,0,tcp,private,REJ,0,0,0,0,0,145,17,dos
275,0,udp,private,SF,52,55,0,0,0,508,508,normal
276,0,tcp,telnet,REJ,0,0,0,0,0,1,24,probe
277,0,tcp,http,SF,268,16193,0,0,1,4,4,normal
278,0,tcp,private,RSTO,0,0,0,0,0,140,17,dos
279,0,tcp,private,REJ,0,0,0,0,0,212,19,dos
280,0,udp,private,SF,46,51,0,0,0,20,20,normal
281,280,tcp,ftp_data,SF,283618,0,0,0,0,1,1,r2l
282,0,tcp,ftp_data,SF,12,0,0,0,0,1,1,r2l
283,0,tcp,imap4,S0,0,0,0,0,0,1,3,probe
284,0,tcp,finger,S0,0,0,0,0,0,290,16,dos
285,0,tcp,http,SF,205,655,0,0,1,41,43,normal
286,282,tcp,ftp,SF,158,595,0,0,1,1,1,r2l
287,0,tcp,private,REJ,0,0,0,0,0,221,2,dos
288,0,tcp,http,SF,238,780,0,0,1,18,19,normal
289,0,tcp,telnet,S3,0,44,0,0,0,1,1,dos
290,0,tcp,http,SF,256,22095,0,0,1,13,13,normal
291,0,tcp,other,REJ,0,0,0,0,0,2,1,r2l
292,0,tcp,pop_3,RSTO,0,36,0,0,1,1,1,probe
293,0,tcp,http,SF,245,3258,0,0,1,3,52,normal
294,0,tcp,http,SF,362,677,0,0,1,10,10,normal
295,0,udp,private,SF,54,53,0,0,0,511,511,normal
296,0,tcp,sunrpc,REJ,0,0,0,0,0,3,7,probe
297,0,tcp,http,SF,328,2433,0,0,1,3,4,normal
298,0,tcp,vmnet,REJ,0,0,0,0,0,290,16,dos
299,0,tcp,http,SF,163,12206,0,0,1,1,1,normal
300,0,tcp,private,REJ,0,0,0,0,0,213,8,dos
301,0,tcp,http,S2,54540,8315,0,0,1,4,4,dos
302,0,udp,private,SF,105,146,0,0,0,1,1,normal
303,5,tcp,pop_3,SF,32,93,0,0,1,1,1,r2l
304,0,udp,private,SF,53,51,0,0,0,279,279,normal
305,0,tcp,http,SF,204,1762,0,0,1,17,17,normal
306,0,tcp,other,REJ,0,0,0,0,0,508,1,probe
307,283,tcp,ftp,SF,162,597,0,0,1,1,1,r2l
308,0,tcp,private,REJ,0,0,0,0,0,242,16,dos
309,0,tcp,domain,S0,0,0,0,0,0,160,14,dos
310,0,tcp,other,REJ,0,0,0,0,0,511,1,probe
311,0,tcp,http,SF,316,817,0,0,1,11,28,normal
312,0,udp,private,SF,52,55,0,0,0,509,509,normal
313,0,tcp,http,SF,373,432,0,0,1,21,21,normal
314,0,tcp,ftp_data,SF,6932,0,0,0,0,2,2,normal
315,0,tcp,private,REJ,0,0,0,0,0,205,12,dos
316,3,tcp,pop_3,SF,32,93,0,0,1,1,1,r2l
317,0,tcp,http,SF,232,259,0,0,1,5,12,normal
318,0,tcp,private,REJ,0,0,0,0,0,131,20,dos
319,0,tcp,http,SF,251,2984,0,0,1,1,1,normal
320,0,tcp,http,SF,287,593,0,0,1,1,25,normal
321,1,tcp,smtp,SF,1055,364,0,0,1,1,2,normal
322,0,tcp,http,SF,286,920,0,0,1,16,19,normal
323,0,tcp,private,REJ,0,0,0,0,0,136,14,dos
324,0,tcp,http,SF,321,622,0,0,1,18,23,normal
325,280,tcp,ftp_data,SF,283618,0,0,0,0,2,2,r2l
326,0,icmp,ecr_i,SF,1032,0,0,0,0,201,201,dos
327,0,tcp,telnet,SF,122,174,0,0,0,1,1,r2l
328,0,tcp,imap4,RSTO,0,44,0,0,0,2,8,probe
329,0,tcp,private,REJ,0,0,0,0,0,253,11,dos
330,0,tcp,http,REJ,0,0,0,0,0,264,20,dos
331,0,tcp,private,S1,2,834163,0,0,0,1,1,normal
332,0,tcp,private,REJ,0,0,0,0,0,197,5,dos
333,0,udp,domain_u,SF,22,75,0,0,0,3,3,normal
334,0,tcp,netbios_ns,REJ,0,0,0,0,0,103,2,dos
335,0,tcp,http,SF,223,8620,0,0,1,3,3,normal
336,0,tcp,http,SF,237,4228,0,0,1,16,16,normal
337,0,udp,private,SF,45,44,0,0,0,511,511,normal
338,0,tcp,private,REJ,0,0,0,0,0,230,9,dos
339,0,tcp,private,REJ,0,0,0,0,0,95,1,probe
340,0,tcp,pop_3,REJ,0,0,0,0,0,3,20,probe
341,0,tcp,http,S0,0,0,0,0,0,16,16,dos
342,0,tcp,http,SF,301,6085,0,0,1,14,15,normal
343,0,udp,domain_u,SF,44,71,0,0,0,188,187,normal
344,0,tcp,http,SF,54540,8314,0,0,1,4,9,dos
345,0,udp,private,SF,1,1,0,0,0,94,1,probe
346,2,tcp,telnet,SF,24,715,0,0,0,4,7,probe
347,0,tcp,other,REJ,0,0,0,0,0,458,1,probe
348,7587,tcp,telnet,SF,0,44,0,0,0,1,1,dos
349,0,udp,domain_u,SF,44,129,0,0,0,87,167,normal
350,0,tcp,mtp,S0,0,0,0,0,0,236,2,dos
351,0,tcp,private,REJ,0,0,0,0,0,108,2,dos
352,7,tcp,pop_3,SF,30,93,0,0,1,2,1,r2l
353,0,tcp,http,SF,197,1485,0,0,1,16,17,normal
354,0,tcp,http,SF,242,15155,0,0,1,1,7,normal
355,6,tcp,pop_3,SF,30,93,0,0,1,1,1,r2l
356,0,tcp,http,SF,350,5934,0,0,1,5,5,normal
357,0,udp,domain_u,SF,46,46,0,0,0,127,200,normal
358,0,udp,private,SF,52,52,0,0,0,511,511,normal
359,0,tcp,name,REJ,0,0,0,0,0,195,5,dos
360,0,tcp,http,SF,239,60632,0,0,1,5,5,normal
361,0,tcp,http,SF,207,386,0,0,1,12,14,normal
362,0,tcp,private,REJ,0,0,0,0,0,123,17,dos
363,0,tcp,http,SF,180,4443,0,0,1,1,11,normal
364,0,tcp,http,SF,339,396,0,0,1,11,11,normal
365,0,tcp,smtp,SF,642,331,0,0,1,1,1,normal
366,0,udp,private,SF,55,52,0,0,0,511,511,normal
367,0,tcp,private,REJ,0,0,0,0,0,341,1,probe
368,0,tcp,http,SF,341,2315,0,0,1,29,32,normal
369,0,udp,private,SF,49,0,0,0,0,1,1,r2l
370,0,udp,domain_u,SF,42,42,0,0,0,8,12,normal
371,0,tcp,private,REJ,0,0,0,0,0,246,9,dos
372,0,tcp,http,SF,54540,8314,0,0,1,5,37,dos
373,0,udp,private,SF,105,0,0,0,0,1,1,normal
374,0,tcp,http,SF,285,1892,0,0,1,7,7,normal
375,0,tcp,private,REJ,0,0,0,0,0,141,19,dos
376,0,tcp,telnet,SF,123,174,0,0,0,2,2,r2l
377,4,tcp,pop_3,SF,32,93,0,0,1,1,1,r2l
378,0,tcp,private,REJ,0,0,0,0,0,216,3,dos
379,0,tcp,http,SF,78202,1203,0,0,1,4,15,normal
380,0,tcp,http,SF,271,5182,0,0,1,15,16,normal
381,8213,tcp,telnet,SF,0,15,0,0,0,1,1,dos
382,0,tcp,private,S0,0,0,0,0,0,103,4,dos
383,0,tcp,telnet,S3,0,44,0,0,0,1,1,dos
384,12931,tcp,telnet,SF,1164,160726,0,0,1,1,1,normal
385,0,udp,domain_u,SF,46,74,0,0,0,160,160,normal
386,0,tcp,private,REJ,0,0,0,0,0,282,2,dos
387,0,tcp,smtp,SF,1107,331,0,0,1,1,1,normal
388,0,tcp,ftp_data,SF,4539,0,0,0,0,19,18,normal
389,20,tcp,ftp,SF,241,769,0,0,1,1,1,normal
390,7971,tcp,telnet,SF,0,44,0,0,0,1,2,dos
391,0,tcp,http,SF,223,8619,0,0,1,5,7,normal
392,0,tcp,private,REJ,0,0,0,0,0,270,5,dos
393,0,tcp,other,REJ,0,0,0,0,0,432,1,probe
394,0,tcp,http,SF,205,2120,0,0,1,7,14,normal
395,0,tcp,http,SF,310,1656,0,0,1,29,29,normal
396,0,icmp,ecr_i,SF,1032,0,0,0,0,34,34,dos
397,0,tcp,http,SF,221,1674,0,0,1,12,37,normal
398,0,tcp,http,SF,234,1905,0,0,1,4,4,normal
399,0,udp,private,SF,56,57,0,0,0,510,510,normal
400,0,tcp,private,S0,0,0,0,0,0,136,4,dos
401,0,tcp,http,SF,315,773,0,0,1,32,32,normal
402,0,tcp,pop_3,SF,30,217,0,0,1,1,1,r2l
403,0,tcp,http,REJ,0,0,0,0,0,256,19,dos
404,0,tcp,http,SF,358,490,0,0,1,29,36,normal
405,0,tcp,pop_2,REJ,0,0,0,0,0,254,5,dos
406,0,tcp,http,SF,220,770,0,0,1,14,24,normal
407,0,udp,private,SF,105,0,0,0,0,1,1,dos
408,7646,tcp,telnet,SF,0,44,0,0,0,1,1,dos
409,0,tcp,private,S0,0,0,0,0,0,137,8,dos
410,0,tcp,http,SF,245,2454,0,0,1,9,15,normal
411,0,tcp,telnet,S0,0,0,0,0,0,120,120,dos
412,0,udp,private,SF,54,54,0,0,0,511,511,normal
413,0,tcp,other,REJ,0,0,0,0,0,511,1,probe
414,0,tcp,http,SF,268,1014,0,0,1,4,4,normal
415,0,tcp,http,SF,324,13335,0,0,1,20,29,normal
416,0,tcp,http,SF,54540,8314,0,0,1,5,5,dos
417,0,tcp,Z39_50,REJ,0,0,0,0,0,250,9,dos
418,1,tcp,smtp,SF,2599,293,0,0,1,2,3,dos
419,0,tcp,smtp,SF,1176,368,0,0,1,1,1,normal
420,0,tcp,http_443,S0,0,0,0,0,0,118,2,dos
421,0,tcp,http,SF,222,827,0,0,1,7,7,normal
422,0,tcp,http,SF,252,5354,0,0,1,5,5,normal
423,0,tcp,private,REJ,0,0,0,0,0,103,9,dos
424,0,tcp,http,SF,236,3222,0,0,1,3,4,normal
425,0,tcp,ftp_data,SF,868,0,0,0,0,1,1,normal
426,1,tcp,pop_3,RSTO,0,36,0,0,1,2,9,probe
427,0,tcp,other,RSTR,0,0,0,0,0,1,1,normal
428,0,tcp,private,REJ,0,0,0,0,0,224,2,dos
429,0,udp,other,SF,23,0,0,0,0,1,1,r2l
430,0,tcp,finger,RSTO,0,0,0,0,0,196,9,dos
431,0,tcp,http,SF,221,310,0,0,1,6,6,normal
432,1,tcp,smtp,SF,2599,293,0,0,1,3,3,dos
433,0,udp,private,SF,28,0,0,3,0,80,80,normal
434,0,tcp,pop_3,S0,0,0,0,0,0,1,3,probe
435,0,tcp,http,SF,334,55417,0,0,1,1,1,normal
436,0,tcp,http,SF,239,2049,0,0,1,2,2,normal
437,0,tcp,other,S0,0,0,0,0,0,477,1,probe
